,2020-21,2021-22,2022-23,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2012-13,2008-09,2009-10,2010-11,2011-12,2007-08
201976,"['2020-21', 37, 34, 22.5, 2.5, 5.9, 0.423, 1.5, 3.8, 0.397, 1.0, 1.2, 0.8, 0.8, 2.4, 3.2, 2.1, 0.8, 0.8, 0.9, 2.9, 7.5, 1610612746, 32.0, '6-2', 'Patrick Beverley', 'Guard']","['2021-22', 58, 54, 25.4, 3.1, 7.5, 0.406, 1.4, 4.2, 0.343, 1.7, 2.3, 0.722, 1.1, 3.1, 4.1, 4.6, 1.2, 0.9, 1.3, 3.0, 9.2, 1610612750, 33.0, '6-2', 'Patrick Beverley', 'Guard']","['2022-23', 67, 67, 27.1, 2.1, 5.4, 0.4, 1.2, 3.6, 0.335, 0.7, 1.0, 0.723, 0.7, 3.0, 3.7, 2.9, 0.9, 0.6, 0.9, 2.8, 6.2, 0, 34.0, '6-2', 'Patrick Beverley', 'Guard']","['2013-14', 56, 55, 31.3, 3.6, 8.6, 0.414, 1.6, 4.6, 0.361, 1.5, 1.8, 0.814, 1.3, 2.2, 3.5, 2.7, 1.4, 0.4, 1.2, 3.1, 10.2, 1610612745, 25.0, '6-2', 'Patrick Beverley', 'Guard']","['2014-15', 56, 55, 30.8, 3.6, 9.5, 0.383, 2.1, 5.8, 0.356, 0.8, 1.1, 0.75, 1.2, 3.0, 4.2, 3.4, 1.1, 0.4, 1.5, 3.3, 10.1, 1610612745, 26.0, '6-2', 'Patrick Beverley', 'Guard']","['2015-16', 71, 63, 28.7, 3.6, 8.4, 0.434, 1.7, 4.4, 0.4, 0.8, 1.2, 0.682, 1.0, 2.5, 3.5, 3.4, 1.3, 0.4, 1.3, 3.3, 9.9, 1610612745, 27.0, '6-2', 'Patrick Beverley', 'Guard']","['2016-17', 67, 67, 30.7, 3.4, 8.1, 0.42, 1.6, 4.3, 0.382, 1.1, 1.4, 0.768, 1.4, 4.4, 5.9, 4.2, 1.5, 0.4, 1.5, 3.3, 9.5, 1610612745, 28.0, '6-2', 'Patrick Beverley', 'Guard']","['2017-18', 11, 11, 30.3, 4.4, 10.8, 0.403, 2.2, 5.5, 0.4, 1.3, 1.5, 0.824, 1.5, 2.6, 4.1, 2.9, 1.7, 0.5, 2.3, 3.1, 12.2, 1610612746, 29.0, '6-2', 'Patrick Beverley', 'Guard']","['2018-19', 78, 49, 27.4, 2.5, 6.1, 0.407, 1.4, 3.6, 0.397, 1.2, 1.6, 0.78, 1.0, 4.0, 5.0, 3.8, 0.9, 0.6, 1.1, 3.4, 7.6, 1610612746, 30.0, '6-2', 'Patrick Beverley', 'Guard']","['2019-20', 51, 50, 26.3, 2.9, 6.7, 0.431, 1.6, 4.0, 0.388, 0.6, 0.9, 0.66, 1.1, 4.1, 5.2, 3.6, 1.1, 0.5, 1.3, 3.1, 7.9, 1610612746, 31.0, '6-2', 'Patrick Beverley', 'Guard']","['2012-13', 41, 0, 17.4, 1.9, 4.6, 0.418, 0.9, 2.3, 0.375, 0.8, 1.0, 0.829, 1.1, 1.6, 2.7, 2.9, 0.9, 0.5, 1.1, 2.0, 5.6, 1610612745, 24.0, '6-2', 'Patrick Beverley', 'Guard']",,,,,
1630180,"['2020-21', 70, 53, 27.3, 4.0, 9.9, 0.404, 2.5, 6.6, 0.38, 1.8, 2.1, 0.844, 0.6, 3.9, 4.5, 1.4, 0.7, 0.2, 0.9, 1.6, 12.2, 1610612765, 22.0, '6-7', 'Saddiq Bey', 'Forward']","['2021-22', 82, 82, 33.0, 5.5, 13.9, 0.396, 2.6, 7.4, 0.346, 2.6, 3.1, 0.827, 1.3, 4.1, 5.4, 2.8, 0.9, 0.2, 1.2, 1.6, 16.1, 1610612765, 23.0, '6-7', 'Saddiq Bey', 'Forward']","['2022-23', 77, 37, 27.6, 4.6, 10.9, 0.422, 2.0, 5.4, 0.361, 2.7, 3.1, 0.861, 1.3, 3.4, 4.7, 1.5, 0.9, 0.2, 0.9, 1.6, 13.8, 0, 24.0, '6-7', 'Saddiq Bey', 'Forward']",,,,,,,,,,,,,
203920,"['2020-21', 67, 22, 22.8, 2.8, 5.7, 0.497, 0.2, 0.8, 0.25, 1.4, 1.9, 0.705, 2.6, 3.2, 5.8, 1.3, 0.7, 0.7, 0.7, 1.7, 7.2, 0, 28.0, '6-8', 'Khem Birch', 'Center']","['2021-22', 55, 28, 18.0, 1.8, 3.6, 0.485, 0.0, 0.3, 0.0, 1.0, 1.3, 0.746, 2.2, 2.1, 4.3, 1.0, 0.5, 0.5, 0.5, 1.9, 4.5, 1610612761, 29.0, '6-8', 'Khem Birch', 'Center']","['2022-23', 20, 0, 8.1, 1.0, 1.6, 0.594, 0.1, 0.1, 0.5, 0.2, 0.3, 0.8, 0.4, 0.9, 1.3, 0.4, 0.3, 0.3, 0.4, 1.2, 2.2, 1610612761, 30.0, '6-8', 'Khem Birch', 'Center']",,,,,"['2017-18', 42, 0, 13.8, 1.6, 3.0, 0.54, 0.0, 0.0, 0.0, 1.0, 1.5, 0.689, 1.7, 2.6, 4.3, 0.8, 0.4, 0.5, 0.5, 1.3, 4.2, 1610612753, 25.0, '6-8', 'Khem Birch', 'Center']","['2018-19', 50, 1, 12.9, 1.8, 3.0, 0.603, 0.0, 0.0, 0.0, 1.2, 1.7, 0.699, 1.6, 2.2, 3.8, 0.8, 0.4, 0.6, 0.4, 1.4, 4.8, 1610612753, 26.0, '6-8', 'Khem Birch', 'Center']","['2019-20', 48, 24, 19.2, 1.5, 3.0, 0.51, 0.0, 0.0, 0.0, 1.4, 2.1, 0.653, 1.9, 2.7, 4.6, 1.0, 0.4, 0.5, 0.6, 1.9, 4.4, 1610612753, 27.0, '6-8', 'Khem Birch', 'Center']",,,,,,
1629048,"['2020-21', 45, 3, 12.5, 1.8, 4.3, 0.428, 0.4, 1.8, 0.253, 1.0, 1.4, 0.738, 1.3, 2.0, 3.3, 0.8, 0.2, 1.3, 0.4, 2.1, 5.1, 1610612754, 21.0, '6-11', 'Goga Bitadze', 'Center-Forward']","['2021-22', 50, 16, 14.6, 2.6, 5.0, 0.52, 0.5, 1.6, 0.288, 1.3, 1.9, 0.681, 1.6, 2.0, 3.5, 1.1, 0.4, 0.8, 0.9, 2.1, 7.0, 1610612754, 22.0, '6-11', 'Goga Bitadze', 'Center-Forward']","['2022-23', 38, 1, 12.0, 1.8, 3.3, 0.552, 0.2, 0.7, 0.231, 0.6, 1.1, 0.548, 1.6, 2.0, 3.6, 1.0, 0.4, 0.7, 0.6, 1.7, 4.4, 0, 23.0, '6-11', 'Goga Bitadze', 'Center-Forward']",,,,,,,"['2019-20', 54, 2, 8.7, 1.3, 2.8, 0.467, 0.1, 0.8, 0.19, 0.4, 0.6, 0.727, 0.5, 1.5, 2.0, 0.4, 0.2, 0.7, 0.5, 1.2, 3.2, 1610612754, 20.0, '6-11', 'Goga Bitadze', 'Center-Forward']",,,,,,
202687,"['2020-21', 66, 36, 20.4, 2.2, 3.7, 0.587, 0.0, 0.0, 0.0, 0.7, 1.6, 0.448, 2.1, 3.2, 5.3, 1.2, 0.3, 1.1, 1.1, 2.1, 5.0, 1610612766, 28.0, '6-8', 'Bismack Biyombo', 'Center']","['2021-22', 36, 3, 14.1, 2.4, 4.0, 0.593, 0.0, 0.0, 0.0, 1.1, 2.0, 0.535, 1.8, 2.9, 4.6, 0.6, 0.3, 0.7, 0.7, 1.9, 5.8, 1610612756, 29.0, '6-8', 'Bismack Biyombo', 'Center']","['2022-23', 61, 14, 14.3, 2.0, 3.4, 0.578, 0.0, 0.0, 0.0, 0.4, 1.1, 0.357, 1.5, 2.8, 4.3, 0.9, 0.3, 1.4, 0.8, 1.9, 4.3, 1610612756, 30.0, '6-8', 'Bismack Biyombo', 'Center']","['2013-14', 77, 9, 13.9, 1.1, 1.9, 0.611, 0.0, 0.0, 0.0, 0.6, 1.2, 0.517, 1.4, 3.4, 4.8, 0.1, 0.1, 1.1, 0.5, 1.6, 2.9, 1610612766, 21.0, '6-8', 'Bismack Biyombo', 'Center']","['2014-15', 64, 21, 19.4, 1.6, 2.9, 0.543, 0.0, 0.0, 0.0, 1.6, 2.7, 0.583, 2.5, 3.9, 6.4, 0.3, 0.3, 1.5, 0.8, 2.2, 4.8, 1610612766, 22.0, '6-8', 'Bismack Biyombo', 'Center']","['2015-16', 82, 22, 22.0, 1.9, 3.5, 0.542, 0.0, 0.0, 0.0, 1.7, 2.8, 0.628, 2.2, 5.8, 8.0, 0.4, 0.2, 1.6, 0.9, 2.7, 5.5, 1610612761, 23.0, '6-8', 'Bismack Biyombo', 'Center']","['2016-17', 81, 27, 22.1, 2.2, 4.2, 0.528, 0.0, 0.0, 0.0, 1.5, 2.9, 0.534, 1.9, 5.1, 7.0, 0.9, 0.3, 1.1, 1.2, 2.5, 6.0, 1610612753, 24.0, '6-8', 'Bismack Biyombo', 'Center']","['2017-18', 82, 25, 18.2, 2.2, 4.3, 0.52, 0.0, 0.0, 0.0, 1.2, 1.9, 0.65, 1.8, 4.0, 5.7, 0.8, 0.3, 1.2, 1.0, 1.9, 5.7, 1610612753, 25.0, '6-8', 'Bismack Biyombo', 'Center']","['2018-19', 54, 32, 14.5, 1.6, 2.9, 0.571, 0.0, 0.0, 0.0, 1.1, 1.7, 0.637, 1.5, 3.1, 4.6, 0.6, 0.2, 0.8, 0.6, 1.9, 4.4, 1610612766, 26.0, '6-8', 'Bismack Biyombo', 'Center']","['2019-20', 53, 29, 19.4, 2.8, 5.2, 0.543, 0.0, 0.0, 0.0, 1.7, 2.8, 0.603, 2.3, 3.5, 5.8, 0.9, 0.2, 0.9, 0.9, 2.2, 7.4, 1610612766, 27.0, '6-8', 'Bismack Biyombo', 'Center']","['2012-13', 80, 65, 27.3, 2.0, 4.3, 0.451, 0.0, 0.0, 0.0, 0.9, 1.8, 0.521, 2.4, 4.9, 7.3, 0.4, 0.4, 1.8, 1.0, 2.4, 4.8, 1610612766, 20.0, '6-8', 'Bismack Biyombo', 'Center']",,,,"['2011-12', 63, 41, 23.1, 2.0, 4.4, 0.464, 0.0, 0.0, 0.0, 1.1, 2.3, 0.483, 1.8, 4.0, 5.8, 0.4, 0.3, 1.8, 1.1, 2.3, 5.2, 1610612766, 19.0, '6-8', 'Bismack Biyombo', 'Center']",
203992,"['2020-21', 44, 27, 29.7, 6.1, 12.8, 0.473, 3.3, 7.6, 0.438, 0.9, 1.0, 0.909, 0.5, 3.2, 3.6, 3.3, 1.1, 0.3, 1.2, 2.3, 16.4, 1610612737, 28.0, '6-5', 'Bogdan Bogdanovic', 'Guard']","['2021-22', 63, 27, 29.3, 5.4, 12.6, 0.431, 2.7, 7.3, 0.368, 1.5, 1.8, 0.843, 0.5, 3.5, 4.0, 3.1, 1.1, 0.2, 1.1, 2.1, 15.1, 1610612737, 29.0, '6-5', 'Bogdan Bogdanovic', 'Guard']","['2022-23', 54, 9, 27.9, 5.1, 11.3, 0.447, 2.7, 6.7, 0.406, 1.2, 1.4, 0.831, 0.4, 2.6, 3.1, 2.8, 0.8, 0.3, 1.2, 1.6, 14.0, 1610612737, 30.0, '6-5', 'Bogdan Bogdanovic', 'Guard']",,,,,"['2017-18', 78, 52, 27.9, 4.4, 9.9, 0.446, 1.7, 4.2, 0.392, 1.3, 1.5, 0.84, 0.4, 2.5, 2.9, 3.3, 0.9, 0.2, 1.6, 2.2, 11.8, 1610612758, 25.0, '6-5', 'Bogdan Bogdanovic', 'Guard']","['2018-19', 70, 17, 27.8, 5.2, 12.3, 0.418, 1.9, 5.3, 0.36, 1.9, 2.3, 0.827, 0.6, 2.9, 3.5, 3.8, 1.0, 0.2, 1.7, 2.0, 14.1, 1610612758, 26.0, '6-5', 'Bogdan Bogdanovic', 'Guard']","['2019-20', 61, 28, 28.9, 5.5, 12.6, 0.44, 2.7, 7.2, 0.372, 1.4, 1.9, 0.741, 0.4, 3.0, 3.4, 3.4, 1.0, 0.2, 1.7, 2.2, 15.1, 1610612758, 27.0, '6-5', 'Bogdan Bogdanovic', 'Guard']",,,,,,
202711,"['2020-21', 72, 72, 30.8, 5.6, 12.8, 0.439, 2.5, 6.4, 0.39, 3.2, 3.7, 0.879, 0.6, 3.3, 3.9, 1.9, 0.6, 0.1, 1.8, 1.6, 17.0, 1610612762, 32.0, '6-7', 'Bojan Bogdanovic', 'Forward']","['2021-22', 69, 69, 30.9, 6.1, 13.4, 0.455, 2.6, 6.8, 0.387, 3.2, 3.8, 0.858, 0.8, 3.4, 4.3, 1.7, 0.5, 0.0, 1.7, 1.7, 18.1, 1610612762, 33.0, '6-7', 'Bojan Bogdanovic', 'Forward']","['2022-23', 59, 59, 32.1, 7.3, 14.9, 0.488, 2.5, 6.0, 0.411, 4.5, 5.1, 0.884, 0.6, 3.2, 3.8, 2.6, 0.6, 0.1, 2.3, 1.9, 21.6, 1610612765, 34.0, '6-7', 'Bojan Bogdanovic', 'Forward']",,"['2014-15', 78, 28, 23.8, 3.3, 7.4, 0.453, 1.2, 3.3, 0.355, 1.1, 1.4, 0.821, 0.6, 2.1, 2.7, 0.9, 0.4, 0.1, 1.0, 1.3, 9.0, 1610612751, 26.0, '6-7', 'Bojan Bogdanovic', 'Forward']","['2015-16', 79, 39, 26.8, 4.1, 9.5, 0.433, 1.6, 4.3, 0.382, 1.4, 1.7, 0.833, 0.5, 2.8, 3.2, 1.3, 0.4, 0.1, 1.5, 1.5, 11.2, 1610612751, 27.0, '6-7', 'Bojan Bogdanovic', 'Forward']","['2016-17', 81, 54, 25.7, 4.6, 10.4, 0.445, 1.8, 4.8, 0.367, 2.7, 3.0, 0.893, 0.5, 3.0, 3.4, 1.4, 0.4, 0.1, 1.6, 1.8, 13.7, 0, 28.0, '6-7', 'Bojan Bogdanovic', 'Forward']","['2017-18', 80, 80, 30.8, 5.1, 10.7, 0.474, 1.9, 4.8, 0.402, 2.2, 2.6, 0.868, 0.4, 3.0, 3.4, 1.5, 0.7, 0.1, 1.3, 1.6, 14.3, 1610612754, 29.0, '6-7', 'Bojan Bogdanovic', 'Forward']","['2018-19', 81, 81, 31.8, 6.4, 13.0, 0.497, 2.0, 4.8, 0.425, 3.0, 3.8, 0.807, 0.4, 3.7, 4.1, 2.0, 0.9, 0.0, 1.7, 1.7, 18.0, 1610612754, 30.0, '6-7', 'Bojan Bogdanovic', 'Forward']","['2019-20', 63, 63, 33.1, 6.6, 14.8, 0.447, 3.0, 7.3, 0.414, 4.0, 4.4, 0.903, 0.6, 3.5, 4.1, 2.1, 0.5, 0.1, 2.5, 1.7, 20.2, 1610612762, 31.0, '6-7', 'Bojan Bogdanovic', 'Forward']",,,,,,
1629626,"['2020-21', 32, 2, 5.0, 0.8, 1.8, 0.431, 0.3, 0.8, 0.375, 0.3, 0.5, 0.667, 0.0, 0.8, 0.8, 0.2, 0.1, 0.3, 0.4, 0.4, 2.2, 1610612743, 21.0, '7-2', 'Bol Bol', 'Center-Forward']","['2021-22', 14, 0, 5.8, 1.1, 1.9, 0.556, 0.1, 0.3, 0.25, 0.1, 0.4, 0.4, 0.3, 1.1, 1.4, 0.4, 0.1, 0.1, 0.3, 0.3, 2.4, 1610612743, 22.0, '7-2', 'Bol Bol', 'Center-Forward']","['2022-23', 70, 33, 21.5, 3.7, 6.8, 0.546, 0.4, 1.6, 0.265, 1.2, 1.5, 0.759, 1.0, 4.8, 5.8, 1.0, 0.4, 1.2, 1.6, 1.3, 9.1, 1610612753, 23.0, '7-2', 'Bol Bol', 'Center-Forward']",,,,,,,"['2019-20', 7, 0, 12.4, 2.0, 4.0, 0.5, 0.6, 1.3, 0.444, 1.1, 1.4, 0.8, 0.7, 2.0, 2.7, 0.9, 0.3, 0.9, 1.4, 1.6, 5.7, 1610612743, 20.0, '7-2', 'Bol Bol', 'Center-Forward']",,,,,,
1626164,"['2020-21', 67, 67, 33.9, 9.3, 19.2, 0.484, 1.9, 5.5, 0.34, 5.1, 5.9, 0.867, 0.5, 3.7, 4.2, 4.3, 0.8, 0.2, 3.1, 2.7, 25.6, 1610612756, 24.0, '6-5', 'Devin Booker', 'Guard']","['2021-22', 68, 68, 34.5, 9.7, 20.9, 0.466, 2.7, 7.0, 0.383, 4.6, 5.3, 0.868, 0.7, 4.4, 5.0, 4.8, 1.1, 0.4, 2.4, 2.6, 26.8, 1610612756, 25.0, '6-5', 'Devin Booker', 'Guard']","['2022-23', 53, 53, 34.6, 9.9, 20.1, 0.494, 2.1, 6.0, 0.351, 5.8, 6.8, 0.855, 0.9, 3.7, 4.5, 5.5, 1.0, 0.3, 2.7, 3.0, 27.8, 1610612756, 26.0, '6-5', 'Devin Booker', 'Guard']",,,"['2015-16', 76, 51, 27.7, 4.8, 11.4, 0.423, 1.3, 3.8, 0.343, 2.8, 3.4, 0.84, 0.4, 2.1, 2.5, 2.6, 0.6, 0.3, 2.1, 3.0, 13.8, 1610612756, 19.0, '6-5', 'Devin Booker', 'Guard']","['2016-17', 78, 78, 35.0, 7.8, 18.3, 0.423, 1.9, 5.2, 0.363, 4.7, 5.7, 0.832, 0.6, 2.6, 3.2, 3.4, 0.9, 0.3, 3.1, 3.1, 22.1, 1610612756, 20.0, '6-5', 'Devin Booker', 'Guard']","['2017-18', 54, 54, 34.5, 8.4, 19.5, 0.432, 2.7, 7.1, 0.383, 5.4, 6.1, 0.878, 0.5, 4.0, 4.5, 4.7, 0.9, 0.3, 3.6, 3.1, 24.9, 1610612756, 21.0, '6-5', 'Devin Booker', 'Guard']","['2018-19', 64, 64, 35.0, 9.2, 19.6, 0.467, 2.1, 6.5, 0.326, 6.1, 7.1, 0.866, 0.6, 3.5, 4.1, 6.8, 0.9, 0.2, 4.1, 3.1, 26.6, 1610612756, 22.0, '6-5', 'Devin Booker', 'Guard']","['2019-20', 70, 70, 35.9, 9.0, 18.3, 0.489, 2.0, 5.7, 0.354, 6.7, 7.3, 0.919, 0.4, 3.8, 4.2, 6.5, 0.7, 0.3, 3.8, 3.0, 26.6, 1610612756, 23.0, '6-5', 'Devin Booker', 'Guard']",,,,,,
1628449,"['2020-21', 60, 14, 24.2, 4.8, 9.3, 0.514, 1.5, 3.9, 0.383, 2.5, 3.2, 0.788, 2.0, 4.8, 6.7, 1.1, 0.6, 1.9, 0.8, 2.8, 13.6, 1610612761, 28.0, '6-9', 'Chris Boucher', 'Forward-Center']","['2021-22', 80, 9, 21.1, 3.4, 7.2, 0.464, 0.9, 2.9, 0.297, 1.9, 2.4, 0.777, 2.2, 3.9, 6.2, 0.3, 0.6, 0.9, 0.5, 2.2, 9.4, 1610612761, 29.0, '6-9', 'Chris Boucher', 'Forward-Center']","['2022-23', 76, 0, 20.0, 3.4, 7.0, 0.493, 0.8, 2.5, 0.328, 1.7, 2.2, 0.762, 2.1, 3.5, 5.5, 0.4, 0.6, 0.8, 0.5, 1.9, 9.4, 1610612761, 30.0, '6-9', 'Chris Boucher', 'Forward-Center']",,,,,"['2017-18', 1, 0, 1.3, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1610612744, 25.0, '6-9', 'Chris Boucher', 'Forward-Center']","['2018-19', 28, 0, 5.8, 1.2, 2.7, 0.447, 0.4, 1.3, 0.324, 0.5, 0.5, 0.867, 0.6, 1.4, 2.0, 0.1, 0.2, 0.9, 0.3, 1.1, 3.3, 1610612761, 26.0, '6-9', 'Chris Boucher', 'Forward-Center']","['2019-20', 62, 0, 13.2, 2.3, 4.8, 0.472, 0.6, 1.9, 0.322, 1.5, 1.9, 0.784, 1.7, 2.7, 4.5, 0.4, 0.4, 1.0, 0.5, 1.8, 6.6, 1610612761, 27.0, '6-9', 'Chris Boucher', 'Forward-Center']",,,,,,
1628396,"['2020-21', 42, 8, 16.3, 3.1, 4.7, 0.665, 0.0, 0.1, 0.0, 0.9, 1.3, 0.691, 2.0, 3.7, 5.7, 0.9, 0.4, 0.7, 0.8, 1.5, 7.1, 0, 23.0, '6-11', 'Tony Bradley', 'Center-Forward']","['2021-22', 55, 7, 10.0, 1.3, 2.2, 0.585, 0.0, 0.0, 0.0, 0.3, 0.5, 0.655, 1.2, 2.2, 3.4, 0.5, 0.2, 0.6, 0.6, 1.1, 3.0, 1610612741, 24.0, '6-11', 'Tony Bradley', 'Center-Forward']","['2022-23', 12, 0, 2.8, 0.5, 1.0, 0.5, 0.3, 0.4, 0.6, 0.3, 0.3, 1.0, 0.1, 0.8, 0.9, 0.1, 0.1, 0.1, 0.1, 0.2, 1.6, 1610612741, 25.0, '6-11', 'Tony Bradley', 'Center-Forward']",,,,,"['2017-18', 9, 0, 3.2, 0.3, 1.2, 0.273, 0.0, 0.1, 0.0, 0.2, 0.2, 1.0, 0.4, 0.8, 1.2, 0.1, 0.0, 0.0, 0.0, 0.1, 0.9, 1610612762, 20.0, '6-11', 'Tony Bradley', 'Center-Forward']","['2018-19', 3, 0, 12.0, 2.7, 5.3, 0.5, 0.0, 0.0, 0.0, 0.3, 0.7, 0.5, 3.0, 2.0, 5.0, 0.3, 0.7, 0.7, 1.0, 2.0, 5.7, 1610612762, 21.0, '6-11', 'Tony Bradley', 'Center-Forward']","['2019-20', 58, 3, 11.4, 2.2, 3.3, 0.667, 0.1, 0.1, 1.0, 0.5, 0.8, 0.652, 1.9, 2.7, 4.6, 0.4, 0.2, 0.6, 0.5, 2.0, 4.9, 1610612762, 22.0, '6-11', 'Tony Bradley', 'Center-Forward']",,,,,,
1629714,"['2020-21', 28, 0, 4.9, 0.9, 1.9, 0.481, 0.4, 1.0, 0.429, 0.1, 0.1, 1.0, 0.3, 0.6, 1.0, 0.5, 0.3, 0.1, 0.3, 0.6, 2.3, 1610612762, 25.0, '6-5', 'Jarrell Brantley', 'Forward']",,"['2022-23', 4, 0, 9.7, 2.0, 3.5, 0.571, 1.0, 2.3, 0.444, 0.5, 0.5, 1.0, 0.3, 1.3, 1.5, 0.8, 0.0, 0.5, 0.5, 0.8, 5.5, 1610612762, 27.0, '6-5', 'Jarrell Brantley', 'Forward']",,,,,,,"['2019-20', 9, 0, 10.7, 1.1, 3.1, 0.357, 0.3, 1.4, 0.231, 0.1, 0.2, 0.5, 0.2, 2.0, 2.2, 1.2, 0.3, 0.6, 0.8, 0.8, 2.7, 1610612762, 24.0, '6-5', 'Jarrell Brantley', 'Forward']",,,,,,
1628969,"['2020-21', 72, 72, 32.6, 5.0, 9.3, 0.543, 1.9, 4.4, 0.425, 1.5, 1.8, 0.84, 1.1, 3.2, 4.3, 2.1, 1.1, 0.9, 0.8, 1.6, 13.5, 1610612756, 24.0, '6-6', 'Mikal Bridges', 'Guard-Forward']","['2021-22', 82, 82, 34.8, 5.6, 10.5, 0.534, 1.4, 3.8, 0.369, 1.6, 1.9, 0.834, 0.9, 3.3, 4.2, 2.3, 1.2, 0.4, 0.8, 1.8, 14.2, 1610612756, 25.0, '6-6', 'Mikal Bridges', 'Guard-Forward']","['2022-23', 83, 83, 35.7, 7.1, 15.3, 0.468, 2.0, 5.3, 0.382, 3.8, 4.3, 0.895, 1.0, 3.4, 4.4, 3.3, 1.1, 0.7, 1.5, 1.9, 20.1, 0, 26.0, '6-6', 'Mikal Bridges', 'Guard-Forward']",,,,,,"['2018-19', 82, 56, 29.5, 3.0, 6.9, 0.43, 1.3, 3.8, 0.335, 1.2, 1.4, 0.805, 0.7, 2.5, 3.2, 2.1, 1.6, 0.5, 0.9, 2.5, 8.3, 1610612756, 22.0, '6-6', 'Mikal Bridges', 'Guard-Forward']","['2019-20', 73, 32, 28.0, 3.4, 6.6, 0.51, 1.0, 2.7, 0.361, 1.4, 1.7, 0.844, 0.9, 3.1, 4.0, 1.8, 1.4, 0.6, 1.0, 2.2, 9.1, 1610612756, 23.0, '6-6', 'Mikal Bridges', 'Guard-Forward']",,,,,,
1629052,"['2020-21', 21, 16, 24.7, 3.5, 7.2, 0.483, 1.6, 3.7, 0.423, 2.4, 3.1, 0.769, 1.4, 4.1, 5.5, 0.9, 0.9, 1.0, 0.5, 1.5, 10.9, 1610612754, 23.0, '6-7', 'Oshae Brissett', 'Forward-Guard']","['2021-22', 67, 25, 23.3, 3.1, 7.6, 0.411, 1.2, 3.5, 0.35, 1.7, 2.4, 0.695, 1.6, 3.7, 5.3, 1.1, 0.7, 0.4, 0.8, 1.7, 9.1, 1610612754, 24.0, '6-7', 'Oshae Brissett', 'Forward-Guard']","['2022-23', 65, 2, 16.7, 1.9, 4.9, 0.386, 0.7, 2.4, 0.31, 1.6, 2.2, 0.717, 1.0, 2.4, 3.4, 0.7, 0.5, 0.2, 0.5, 1.2, 6.1, 1610612754, 25.0, '6-7', 'Oshae Brissett', 'Forward-Guard']",,,,,,,"['2019-20', 19, 0, 7.1, 0.7, 1.9, 0.361, 0.2, 0.8, 0.2, 0.4, 0.5, 0.8, 0.5, 0.9, 1.4, 0.4, 0.2, 0.1, 0.4, 0.9, 1.9, 1610612761, 22.0, '6-7', 'Oshae Brissett', 'Forward-Guard']",,,,,,
1627763,"['2020-21', 56, 56, 34.5, 7.9, 17.5, 0.453, 2.6, 6.7, 0.388, 2.7, 3.2, 0.864, 1.0, 4.2, 5.3, 5.9, 0.9, 0.3, 2.1, 2.0, 21.2, 1610612754, 28.0, '6-4', 'Malcolm Brogdon', 'Guard']","['2021-22', 36, 36, 33.5, 6.8, 15.1, 0.448, 1.6, 5.2, 0.312, 4.0, 4.6, 0.856, 0.9, 4.2, 5.1, 5.9, 0.8, 0.4, 2.1, 2.0, 19.1, 1610612754, 29.0, '6-4', 'Malcolm Brogdon', 'Guard']","['2022-23', 67, 0, 26.0, 5.3, 10.9, 0.484, 2.0, 4.4, 0.444, 2.4, 2.7, 0.87, 0.6, 3.6, 4.2, 3.7, 0.7, 0.3, 1.5, 1.6, 14.9, 1610612738, 30.0, '6-4', 'Malcolm Brogdon', 'Guard']",,,,"['2016-17', 75, 28, 26.4, 3.9, 8.5, 0.457, 1.0, 2.6, 0.404, 1.5, 1.7, 0.865, 0.6, 2.2, 2.8, 4.2, 1.1, 0.2, 1.5, 1.9, 10.2, 1610612749, 24.0, '6-4', 'Malcolm Brogdon', 'Guard']","['2017-18', 48, 20, 29.9, 5.1, 10.5, 0.485, 1.3, 3.4, 0.385, 1.6, 1.8, 0.882, 0.5, 2.8, 3.3, 3.2, 0.9, 0.3, 1.4, 2.7, 13.0, 1610612749, 25.0, '6-4', 'Malcolm Brogdon', 'Guard']","['2018-19', 64, 64, 28.6, 5.9, 11.7, 0.505, 1.6, 3.8, 0.426, 2.2, 2.4, 0.928, 1.0, 3.5, 4.5, 3.2, 0.7, 0.2, 1.4, 1.6, 15.6, 1610612749, 26.0, '6-4', 'Malcolm Brogdon', 'Guard']","['2019-20', 54, 54, 30.9, 6.0, 13.8, 0.438, 1.4, 4.3, 0.326, 3.1, 3.4, 0.892, 0.9, 4.0, 4.9, 7.1, 0.6, 0.2, 2.4, 1.8, 16.5, 1610612754, 27.0, '6-4', 'Malcolm Brogdon', 'Guard']",,,,,,
